"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"80","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","421","The method 'printHelp(String, Options, boolean)' has a NCSS line count of 2.","Design","NcssCount"
"81","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","421","The method 'printHelp(String, Options, boolean)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"82","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","421","The method 'printHelp(String, Options, boolean)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"83","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","421","Avoid long parameter lists (3 parameters - threshold is 1).","Design","ExcessiveParameterList"
"84","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","436","The method 'printHelp(String, String, Options, String)' has a NCSS line count of 2.","Design","NcssCount"
"85","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","436","The method 'printHelp(String, String, Options, String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"86","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","436","The method 'printHelp(String, String, Options, String)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"87","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","436","Avoid long parameter lists (4 parameters - threshold is 1).","Design","ExcessiveParameterList"
"88","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","453","The method 'printHelp(String, String, Options, String, boolean)' has a NCSS line count of 2.","Design","NcssCount"
"89","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","453","The method 'printHelp(String, String, Options, String, boolean)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"90","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","453","The method 'printHelp(String, String, Options, String, boolean)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"91","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","453","Avoid long parameter lists (5 parameters - threshold is 1).","Design","ExcessiveParameterList"
"92","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","469","The method 'printHelp(int, String, String, Options, String)' has a NCSS line count of 2.","Design","NcssCount"
"93","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","469","The method 'printHelp(int, String, String, Options, String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"94","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","469","The method 'printHelp(int, String, String, Options, String)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"95","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","469","Avoid long parameter lists (5 parameters - threshold is 1).","Design","ExcessiveParameterList"
"96","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","487","The method 'printHelp(int, String, String, Options, String, boolean)' has a NCSS line count of 4.","Design","NcssCount"
"97","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","487","The method 'printHelp(int, String, String, Options, String, boolean)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"98","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","487","The method 'printHelp(int, String, String, Options, String, boolean)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"99","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","487","Avoid long parameter lists (6 parameters - threshold is 1).","Design","ExcessiveParameterList"
"100","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","513","The method 'printHelp(PrintWriter, int, String, String, Options, int, int, String)' has a NCSS line count of 2.","Design","NcssCount"
"101","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","513","The method 'printHelp(PrintWriter, int, String, String, Options, int, int, String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"102","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","513","The method 'printHelp(PrintWriter, int, String, String, Options, int, int, String)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"103","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","513","Avoid long parameter lists (8 parameters - threshold is 1).","Design","ExcessiveParameterList"
"104","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","540","The method 'printHelp(PrintWriter, int, String, String, Options, int, int, String, boolean)' has a NCSS line count of 12.","Design","NcssCount"
"105","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","540","The method 'printHelp(PrintWriter, int, String, String, Options, int, int, String, boolean)' has a cognitive complexity of 8, current threshold is 1","Design","CognitiveComplexity"
"106","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","540","The method 'printHelp(PrintWriter, int, String, String, Options, int, int, String, boolean)' has a cyclomatic complexity of 9.","Design","CyclomaticComplexity"
"107","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","540","The method 'printHelp(PrintWriter, int, String, String, Options, int, int, String, boolean)' has an NPath complexity of 20, current threshold is 1","Design","NPathComplexity"
"108","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","540","Avoid long parameter lists (9 parameters - threshold is 1).","Design","ExcessiveParameterList"
"109","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","579","The method 'printUsage(PrintWriter, int, String, Options)' has a NCSS line count of 18.","Design","NcssCount"
"110","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","579","The method 'printUsage(PrintWriter, int, String, Options)' has a cognitive complexity of 10, current threshold is 1","Design","CognitiveComplexity"
"111","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","579","The method 'printUsage(PrintWriter, int, String, Options)' has a cyclomatic complexity of 6.","Design","CyclomaticComplexity"
"112","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","579","The method 'printUsage(PrintWriter, int, String, Options)' has an NPath complexity of 14, current threshold is 1","Design","NPathComplexity"
"113","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","579","Avoid long parameter lists (4 parameters - threshold is 1).","Design","ExcessiveParameterList"
"114","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","644","The method 'appendOptionGroup(StringBuffer, OptionGroup)' has a NCSS line count of 12.","Design","NcssCount"
"115","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","644","The method 'appendOptionGroup(StringBuffer, OptionGroup)' has a cognitive complexity of 6, current threshold is 1","Design","CognitiveComplexity"
"116","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","644","The method 'appendOptionGroup(StringBuffer, OptionGroup)' has a cyclomatic complexity of 6.","Design","CyclomaticComplexity"
"117","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","644","The method 'appendOptionGroup(StringBuffer, OptionGroup)' has an NPath complexity of 24, current threshold is 1","Design","NPathComplexity"
"118","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","644","Avoid long parameter lists (2 parameters - threshold is 1).","Design","ExcessiveParameterList"
"119","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","681","The method 'appendOption(StringBuffer, Option, boolean)' has a NCSS line count of 12.","Design","NcssCount"
"120","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","681","The method 'appendOption(StringBuffer, Option, boolean)' has a cognitive complexity of 11, current threshold is 1","Design","CognitiveComplexity"
"121","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","681","The method 'appendOption(StringBuffer, Option, boolean)' has a cyclomatic complexity of 9.","Design","CyclomaticComplexity"
"122","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","681","The method 'appendOption(StringBuffer, Option, boolean)' has an NPath complexity of 80, current threshold is 1","Design","NPathComplexity"
"123","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","681","Avoid long parameter lists (3 parameters - threshold is 1).","Design","ExcessiveParameterList"
"124","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","719","The method 'printUsage(PrintWriter, int, String)' has a NCSS line count of 3.","Design","NcssCount"
"125","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","719","The method 'printUsage(PrintWriter, int, String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"126","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","719","The method 'printUsage(PrintWriter, int, String)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"127","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","719","Avoid long parameter lists (3 parameters - threshold is 1).","Design","ExcessiveParameterList"
"128","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","738","The method 'printOptions(PrintWriter, int, Options, int, int)' has a NCSS line count of 4.","Design","NcssCount"
"129","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java","3","738","The method 'printOptions(PrintWriter, int, Options, int, int)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
